,# YTID,start_seconds,end_seconds,positive_labels
1940357,vmMq2BgOapU,140.0,150.0,/m/0l14j_
1940771,vnXwpdAMoes,30.0,40.0,/m/0l14j_
1941253,vos5U6qSr04,20.0,30.0,/m/0l14j_
1941256,vosLcwjE4uA,160.0,170.0,/m/0l14j_
1941874,vqdGRDa7adQ,100.0,110.0,/m/0l14j_
1942053,vr7FAYEzWBc,30.0,40.0,/m/0l14j_
1942247,vrjNmasPoY8,30.0,40.0,/m/0l14j_
1942685,vsubzUhXRzE,30.0,40.0,/m/0l14j_
1943083,vu0f6w3zQvE,30.0,40.0,/m/0l14j_
1943373,vusKyAR8Cmc,30.0,40.0,/m/0l14j_
1943570,vvO3mTtOVB4,30.0,40.0,/m/0l14j_
1943771,vvranpZOWc0,30.0,40.0,/m/0l14j_
1944166,vwqwPeDj5Tw,30.0,40.0,/m/0l14j_
1944297,vxC9pAeWqtY,100.0,110.0,/m/0l14j_
1945419,w-6pKl4N54Y,110.0,120.0,/m/0l14j_
1945783,w03sUvjfJ2U,70.0,80.0,/m/0l14j_
1946462,w1u9weQGQMg,30.0,40.0,/m/0l14j_
1946510,w20CZcxEOK0,30.0,40.0,/m/0l14j_
1946663,w2PUeJ4f33o,30.0,40.0,/m/0l14j_
1946750,w2bVYo-iSA0,30.0,40.0,/m/0l14j_
1947242,w3xfNFRCApA,30.0,40.0,/m/0l14j_
1947244,w3xk8GkpwJo,10.0,20.0,/m/0l14j_
1947367,w4JUytXlcTQ,30.0,40.0,/m/0l14j_
1947479,w4a-vFeLCXU,30.0,40.0,/m/0l14j_
1947939,w5lQ5vNAksM,30.0,40.0,/m/0l14j_
1948669,w7bgleCRikk,20.0,30.0,/m/0l14j_
1948791,w7tpDNv8Wbc,7.0,17.0,/m/0l14j_
1949067,w8aN5kEs8nc,30.0,40.0,/m/0l14j_
1949461,w9bPR8ytVG0,16.0,26.0,/m/0l14j_
1949780,wAXXeNNcaL0,20.0,30.0,/m/0l14j_
1950169,wBacfITonp0,210.0,220.0,/m/0l14j_
1950283,wBqnlCv_EbE,0.0,10.0,/m/0l14j_
1950323,wBxKM9d0vFA,50.0,60.0,/m/0l14j_
1950504,wCRDGmbKzBM,110.0,120.0,/m/0l14j_
1952034,wGRW8i1hPxw,40.0,50.0,/m/0l14j_
1952105,wGa31ZcW-OE,0.0,10.0,/m/0l14j_
1952531,wHdj3eOnGN4,70.0,80.0,/m/0l14j_
1952631,wHvxa-UwtBU,20.0,30.0,/m/0l14j_
1952752,wIEvoITZBRk,250.0,260.0,/m/0l14j_
1953496,wK8Nvwu92DU,20.0,30.0,/m/0l14j_
1953656,wKZdaT8Gxj8,10.0,20.0,/m/0l14j_
1954275,wM8LB9hO99Q,0.0,3.0,/m/0l14j_
1955312,wOnkZ-Rj3Mg,20.0,30.0,/m/0l14j_
1955378,wOz0P2HEkIU,330.0,340.0,/m/0l14j_
1955524,wPPn05_wJlc,310.0,320.0,/m/0l14j_
1955624,wPgfOqXgUhM,20.0,30.0,/m/0l14j_
1956417,wRiDk1A_bV0,20.0,30.0,/m/0l14j_
1956487,wRtYxNyzucM,30.0,40.0,/m/0l14j_
1956827,wSmELjzj_9w,30.0,40.0,/m/0l14j_
1957044,wTRalzTgT6c,30.0,40.0,/m/0l14j_
1957108,wTaCzbYzEyg,0.0,10.0,/m/0l14j_
1957786,wVICmj0tJDI,21.0,31.0,/m/0l14j_
1958008,wVs22cmYN2c,20.0,30.0,/m/0l14j_
1958084,wW3RJ5gtGlA,10.0,20.0,/m/0l14j_
1958938,wYHAGyWFxew,110.0,120.0,/m/0l14j_
1959678,w_FO3aNozVk,110.0,120.0,/m/0l14j_
1959721,w_LgM3aE0zs,20.0,30.0,/m/0l14j_
1959924,w_uMmrpwsBY,40.0,50.0,/m/0l14j_
1959954,w_zY76qrnCo,210.0,220.0,/m/0l14j_
1960014,wa7HZxJAtmI,0.0,10.0,/m/0l14j_
1960266,waq57Reg66s,90.0,100.0,/m/0l14j_
1960475,wbP8yN-4rEI,30.0,40.0,/m/0l14j_
1961173,wd6u3hQ9bkQ,210.0,220.0,/m/0l14j_
1961600,weEhnixflAo,30.0,40.0,/m/0l14j_
1961987,wfF-XR_DxJw,180.0,190.0,/m/0l14j_
1962214,wfrwjhqe4mk,30.0,40.0,/m/0l14j_
1963203,wiagzGefWoI,20.0,30.0,/m/0l14j_
1963680,wjp2vzekGp0,0.0,10.0,/m/0l14j_
1964092,wkrZ-UQ5Grw,260.0,270.0,/m/0l14j_
1964165,wl3UA01j2MU,60.0,70.0,/m/0l14j_
1964620,wmEXWRCDTGE,0.0,10.0,/m/0l14j_
1965086,wnUw3DsxIjA,130.0,140.0,/m/0l14j_
1965652,woqlaXlLxVk,30.0,40.0,/m/0l14j_
1965937,wpegj-CAPI8,110.0,120.0,/m/0l14j_
1966319,wqfyH3tS8MI,30.0,40.0,/m/0l14j_
1967331,wtLkUfA0jF8,30.0,40.0,/m/0l14j_
1967770,wuf2aKdv4ss,0.0,10.0,/m/0l14j_
1967890,wuyquydtTfw,40.0,50.0,/m/0l14j_
1967963,wv9NZcBT55o,130.0,140.0,/m/0l14j_
1968233,wvqpXRoeL_s,30.0,40.0,/m/0l14j_
1968289,ww1ZYFLj1-g,30.0,40.0,/m/0l14j_
1968856,wxdp09G7Cs0,16.0,26.0,/m/0l14j_
1969333,wz0F5bVumMc,30.0,40.0,/m/0l14j_
1971018,x2Heeb7pnXA,19.0,29.0,/m/0l14j_
1971395,x3H1n4I9sng,30.0,40.0,/m/0l14j_
1971429,x3M1eLxDcLA,18.0,28.0,/m/0l14j_
1972821,x6yG_dsrNAs,250.0,260.0,/m/0l14j_
1973318,x8FGMKGPOOs,10.0,20.0,/m/0l14j_
1973745,x9NWhQSuUac,20.0,30.0,/m/0l14j_
1974275,xAiT-gKfofg,20.0,30.0,/m/0l14j_
1975450,xDmjz9xHVl4,180.0,190.0,/m/0l14j_
1975838,xEu-O6VOAQ0,30.0,40.0,/m/0l14j_
1975987,xFFdc4yxQSI,60.0,70.0,/m/0l14j_
1976294,xG0Wl5rKAPI,0.0,10.0,/m/0l14j_
1976534,xGhOZxPPc20,320.0,330.0,/m/0l14j_
1976903,xHgjeA7INvw,30.0,40.0,/m/0l14j_
1977023,xI0PjbQmWvs,80.0,90.0,/m/0l14j_
1977911,xKXkMVylrzk,60.0,70.0,/m/0l14j_
1978241,xLTB_JjZr2s,20.0,30.0,/m/0l14j_
1978767,xMrf-eqLCM4,30.0,40.0,/m/0l14j_
1978886,xNAPv7SeUAM,180.0,190.0,/m/0l14j_
1978933,xNJUJEJmgvE,250.0,260.0,/m/0l14j_
1978997,xNVlKpp0IYw,140.0,150.0,/m/0l14j_
1979079,xNgw_NZiQeg,140.0,150.0,/m/0l14j_
1979266,xOCD5cJ7bdg,30.0,40.0,/m/0l14j_
1979740,xPTBOoTwPmE,200.0,210.0,/m/0l14j_
1980169,xQc_mmE2sls,270.0,280.0,/m/0l14j_
1980386,xRGNvwhkVDA,150.0,160.0,/m/0l14j_
1980573,xRjHWCxNJ9w,140.0,150.0,/m/0l14j_
1981019,xStxoyjQKZU,290.0,300.0,/m/0l14j_
1981289,xT_yESm_RC8,10.0,20.0,/m/0l14j_
1981612,xUOzG85tReY,30.0,40.0,/m/0l14j_
1982039,xVRMefI7jik,0.0,10.0,/m/0l14j_
1982254,xVzsjFFxu8k,30.0,40.0,/m/0l14j_
1982645,xX4VW4f3OxA,30.0,40.0,/m/0l14j_
1983887,x_RjH2tvDh8,30.0,40.0,/m/0l14j_
1984231,xaUTEEAAnn8,30.0,40.0,/m/0l14j_
1984394,xavDHTXvr4E,30.0,40.0,/m/0l14j_
1984507,xbDDdGCFigU,30.0,40.0,/m/0l14j_
1984956,xcN8OzJC3A8,80.0,90.0,/m/0l14j_
1984984,xcSK1pog3tw,30.0,40.0,/m/0l14j_
1985251,xd7YppryfaE,30.0,40.0,/m/0l14j_
1985379,xdUN627zdr0,410.0,420.0,/m/0l14j_
1986051,xfMbZ0ELNtA,30.0,40.0,/m/0l14j_
1986081,xfQQ93m5MLM,490.0,500.0,/m/0l14j_
1986361,xgCXMuna3Ys,20.0,30.0,/m/0l14j_
1986384,xgG-7hcWips,30.0,40.0,/m/0l14j_
1986578,xgnTX3iL-tQ,30.0,40.0,/m/0l14j_
1986671,xh-zqt6FOq4,30.0,40.0,/m/0l14j_
1987018,xhuvWCAUW6Q,20.0,30.0,/m/0l14j_
1987137,xiDmgtblju8,30.0,40.0,/m/0l14j_
1987433,xj28_B2Xhk0,30.0,40.0,/m/0l14j_
1987623,xjd7rstAONg,30.0,40.0,/m/0l14j_
1987707,xjroXdvwVFY,200.0,210.0,/m/0l14j_
1988590,xmI-foAQKR0,470.0,480.0,/m/0l14j_
1988619,xmNSQLNnaAw,30.0,40.0,/m/0l14j_
1989270,xo2yBWogLr8,160.0,170.0,/m/0l14j_
1989526,xogefj3rAMo,20.0,30.0,/m/0l14j_
1989746,xp9gpIln4R8,120.0,130.0,/m/0l14j_
1989980,xpmFzlNQO-U,160.0,170.0,/m/0l14j_
1990221,xqSTNWLIPjw,190.0,200.0,/m/0l14j_
1990401,xqv2C2BrCcM,30.0,40.0,/m/0l14j_
1990481,xr8F_K9nY2M,30.0,40.0,/m/0l14j_
1991207,xt9aSsg7-Ko,60.0,70.0,/m/0l14j_
1991328,xtTNawIhxTs,30.0,40.0,/m/0l14j_
1992043,xvMgohStY4g,110.0,120.0,/m/0l14j_
1992271,xvx_hNMbPQY,30.0,40.0,/m/0l14j_
1993224,xyU0EGj9peA,200.0,210.0,/m/0l14j_
1993845,y-A0vIL6KHg,20.0,30.0,/m/0l14j_
1993938,y-QWGu_myMc,10.0,20.0,/m/0l14j_
1993954,y-Txi5947h8,30.0,40.0,/m/0l14j_
1994194,y05P8PnzxM4,30.0,40.0,/m/0l14j_
1994684,y1SyVs1UKPA,180.0,190.0,/m/0l14j_
1994874,y1vKCylJYMY,0.0,10.0,/m/0l14j_
1994911,y2-XnRwO0yI,40.0,50.0,/m/0l14j_
1995409,y3M1di7fcW4,50.0,60.0,/m/0l14j_
1995661,y3z68LsTmiA,30.0,40.0,/m/0l14j_
1996567,y6IyUb6MJN4,0.0,10.0,/m/0l14j_
1996576,y6LIpL-4xfE,240.0,250.0,/m/0l14j_
1996910,y79jdAcwm2w,170.0,180.0,/m/0l14j_
1996922,y7BMj853xI0,190.0,200.0,/m/0l14j_
1996972,y7IfrAoegfo,30.0,40.0,/m/0l14j_
1997027,y7SkbNYEy0Y,560.0,570.0,/m/0l14j_
1997447,y8YHUSoWEaM,30.0,40.0,/m/0l14j_
1997463,y8_2ZxpnHnI,30.0,40.0,/m/0l14j_
1997472,y8aZHRn2k9k,200.0,210.0,/m/0l14j_
1998276,yAl1Hynj2Jc,30.0,40.0,/m/0l14j_
1998313,yAqsT6pCY8I,70.0,80.0,/m/0l14j_
1999165,yDBBzVgWwN8,100.0,110.0,/m/0l14j_
1999223,yDKwU4MeBUM,40.0,50.0,/m/0l14j_
1999654,yERs3HBEHxU,330.0,340.0,/m/0l14j_
1999813,yErPcz4GGy8,20.0,30.0,/m/0l14j_
1999864,yEzTjfCWx-k,40.0,50.0,/m/0l14j_
1999877,yF0WNwBLUrc,0.0,10.0,/m/0l14j_
1999917,yF8MPLq8NW8,310.0,320.0,/m/0l14j_
2000254,yG3mf6JGXtc,190.0,200.0,/m/0l14j_
2000628,yH7UHLLFA9o,30.0,40.0,/m/0l14j_
2001000,yIB3FYo2-k8,190.0,200.0,/m/0l14j_
2001058,yIItyoKa4y4,30.0,40.0,/m/0l14j_
2002143,yL7kdNV-Tgo,100.0,110.0,/m/0l14j_
2002236,yLML3wKPe4c,40.0,50.0,/m/0l14j_
2002391,yLnHTnVAaS8,30.0,40.0,/m/0l14j_
2002410,yLqVTLS_lAI,30.0,40.0,/m/0l14j_
2003432,yOapcT_rx0Y,30.0,40.0,/m/0l14j_
2003475,yOhZZn1CfqU,100.0,110.0,/m/0l14j_
2004000,yQAP-QYF9WU,30.0,40.0,/m/0l14j_
2004058,yQI5YTeF4vk,270.0,280.0,/m/0l14j_
2005646,yUbk2z_bz80,20.0,30.0,/m/0l14j_
2005849,yVAZBHXgzck,26.0,36.0,/m/0l14j_
2006475,yWp-27CnHaI,310.0,320.0,/m/0l14j_
2006541,yX0GSE5ZBhE,150.0,160.0,/m/0l14j_
2007004,yYKpxRkv2-M,250.0,260.0,/m/0l14j_
2007113,yYaQyYaICcU,30.0,40.0,/m/0l14j_
2007119,yYcJ8grCVek,50.0,60.0,/m/0l14j_
2007464,yZZIUtzcr4Y,30.0,40.0,/m/0l14j_
2007547,yZm8QMGGVrg,10.0,20.0,/m/0l14j_
2008067,ya5nTcS08LM,80.0,90.0,/m/0l14j_
2008344,yarx4w9ORE4,20.0,30.0,/m/0l14j_
2008493,ybGHOQPL13U,30.0,40.0,/m/0l14j_
2008609,yb_vd79kJGc,30.0,40.0,/m/0l14j_
2008687,ybn89WWUcao,50.0,60.0,/m/0l14j_
2008708,ybqunkVel5Y,60.0,70.0,/m/0l14j_
2008795,yc3CvpNCcy8,0.0,10.0,/m/0l14j_
2009290,ydMY-CaQrD8,60.0,70.0,/m/0l14j_
2009421,ydif3oFY3OY,20.0,30.0,/m/0l14j_
2009685,yeQv-6NTsoU,30.0,40.0,/m/0l14j_
2009898,yf1DwraP64M,350.0,360.0,/m/0l14j_
2009972,yfCuIIwwWu4,30.0,40.0,/m/0l14j_
2010011,yfKzgqzWvWk,70.0,80.0,/m/0l14j_
2010488,yggfBNxrqgI,220.0,230.0,/m/0l14j_
2010947,yhtzrFgQqkE,30.0,40.0,/m/0l14j_
2012028,ykkWvxONd04,30.0,40.0,/m/0l14j_
2012223,ylDgxASLbZY,30.0,40.0,/m/0l14j_
2012447,yln-TI-ejjA,50.0,60.0,/m/0l14j_
2012607,ymGfLXxf3Do,0.0,10.0,/m/0l14j_
2012952,yn9l786GZu0,160.0,170.0,/m/0l14j_
2013422,yoTPhsz4LzE,30.0,40.0,/m/0l14j_
2014451,yrAQ3s1bHx8,30.0,40.0,/m/0l14j_
2014460,yrBrpxbC_Oo,30.0,40.0,/m/0l14j_
2014853,ysHzOv9XgZ0,30.0,40.0,/m/0l14j_
2015231,ytKuSE5UxC0,50.0,60.0,/m/0l14j_
2015709,yuf065gYOPU,150.0,160.0,/m/0l14j_
2015945,yvGEHl5ZPHo,30.0,40.0,/m/0l14j_
2016097,yvfAbVh6LoI,80.0,90.0,/m/0l14j_
2016269,yw7N9R_3Hgk,130.0,140.0,/m/0l14j_
2016429,ywZ-Khi_FQM,110.0,120.0,/m/0l14j_
2016913,yxsWIw7LI3E,10.0,20.0,/m/0l14j_
2016981,yy20rmZBUCI,30.0,40.0,/m/0l14j_
2017481,yzMeUYY8oog,50.0,60.0,/m/0l14j_
2017901,z-SknHnlaOc,40.0,50.0,/m/0l14j_
2017914,z-V1LVGGbOI,30.0,40.0,/m/0l14j_
2017934,z-YEPSzdgpk,30.0,40.0,/m/0l14j_
2018653,z1P4pCtzgwM,70.0,80.0,/m/0l14j_
2018655,z1PA0meExMM,30.0,40.0,/m/0l14j_
2018856,z1wIDJysQTY,30.0,40.0,/m/0l14j_
2019201,z2ycMB0a26Q,30.0,40.0,/m/0l14j_
2019604,z42IajWKMyw,30.0,40.0,/m/0l14j_
2019633,z46LR0BY4VE,30.0,40.0,/m/0l14j_
2019858,z4eoWPt8idc,30.0,40.0,/m/0l14j_
2019882,z4jGYZGRqus,30.0,40.0,/m/0l14j_
2020198,z5WeloN4Em4,40.0,50.0,/m/0l14j_
2020551,z6O_obRwCHE,30.0,40.0,/m/0l14j_
2020565,z6Qq6loIUG8,270.0,280.0,/m/0l14j_
2020590,z6W7fx8N3r4,80.0,90.0,/m/0l14j_
2021342,z8X9dAQhu9c,190.0,200.0,/m/0l14j_
2022152,zAh7ceWcXzA,70.0,80.0,/m/0l14j_
2022211,zArZLIcnKUI,30.0,40.0,/m/0l14j_
2022269,zB-F-BfxvUs,400.0,410.0,/m/0l14j_
2022776,zCJyNGpOn5Q,140.0,150.0,/m/0l14j_
2023052,zD2VQwp8K1I,160.0,170.0,/m/0l14j_
2023808,zF3oR3ruj7o,7.0,17.0,/m/0l14j_
2024096,zFlHhEE2ACk,150.0,160.0,/m/0l14j_
2024465,zGkXLaFsh6o,40.0,50.0,/m/0l14j_
2024743,zHWlY3glAVw,30.0,40.0,/m/0l14j_
2024811,zHeYfqmnYIg,0.0,10.0,/m/0l14j_
2025242,zIkxKURyDtw,30.0,40.0,/m/0l14j_
2026484,zM6FfMCq8J4,80.0,90.0,/m/0l14j_
2026666,zMaGZRQTNJs,30.0,40.0,/m/0l14j_
2027224,zO8Xl5eN58M,50.0,60.0,/m/0l14j_
2027274,zOFwVK2DoA8,300.0,310.0,/m/0l14j_
2027461,zOg7ehufn_s,90.0,100.0,/m/0l14j_
2027640,zP8rtralZgw,10.0,20.0,/m/0l14j_
2027683,zPFg0Thgc34,130.0,140.0,/m/0l14j_
2027962,zQ08s3X1xDY,170.0,180.0,/m/0l14j_
2028166,zQbdIfkW-7I,10.0,20.0,/m/0l14j_
2028481,zRRQwiFOs3g,230.0,240.0,/m/0l14j_
2028713,zS4GvPl25Vc,10.0,20.0,/m/0l14j_
2029035,zSyaqjQIYSo,20.0,30.0,/m/0l14j_
2029115,zTD66bZCp2c,300.0,310.0,/m/0l14j_
2029154,zTIne4AhjTo,200.0,210.0,/m/0l14j_
2029333,zTnR4MsKfaY,180.0,190.0,/m/0l14j_
2029430,zU1y13utHNs,200.0,210.0,/m/0l14j_
2029621,zUVCoamL8_w,120.0,130.0,/m/0l14j_
2029787,zUtlZD1l7cw,180.0,190.0,/m/0l14j_
2030135,zVpO1Mm4UuI,40.0,50.0,/m/0l14j_
2031660,zZoaL3pZ0So,40.0,50.0,/m/0l14j_
2032045,z_tq6rPi-2w,30.0,40.0,/m/0l14j_
2032132,za5lv1nOIR4,90.0,100.0,/m/0l14j_
2032247,zaNs1PMR2yU,20.0,30.0,/m/0l14j_
2032353,zaex5bDLOuE,30.0,40.0,/m/0l14j_
2032598,zbJyRo84FXY,80.0,90.0,/m/0l14j_
2032623,zbOvTRf-3aw,170.0,180.0,/m/0l14j_
2032955,zcL6C1VTFwI,10.0,20.0,/m/0l14j_
2033272,zd5TC4D_t4Y,350.0,360.0,/m/0l14j_
2033597,zdxTADOhBGI,30.0,40.0,/m/0l14j_
2033651,ze4sJXCds54,10.0,20.0,/m/0l14j_
2033743,zeMiCOLz3j8,350.0,360.0,/m/0l14j_
2033969,zetTRCPdXY4,30.0,40.0,/m/0l14j_
2034849,zhGcC5Ti3D8,40.0,50.0,/m/0l14j_
2035157,zi6gVIAKwsM,100.0,110.0,/m/0l14j_
2035825,zjoI0QTKcg4,30.0,40.0,/m/0l14j_
2036008,zkMePTIuBzY,0.0,10.0,/m/0l14j_
2036028,zkPJ-1NxN0A,19.0,29.0,/m/0l14j_
2036308,zl9Iu-w678o,30.0,40.0,/m/0l14j_
2036666,zmAlgISII9w,90.0,100.0,/m/0l14j_
2036930,zmsn0YxZ1Yc,40.0,50.0,/m/0l14j_
2037794,zpCO7eSI9Q8,190.0,200.0,/m/0l14j_
2037941,zp_FVZ4yn_Y,20.0,30.0,/m/0l14j_
2039536,ztu_1-fpvZ4,70.0,80.0,/m/0l14j_
2040122,zvYydU4GknY,0.0,10.0,/m/0l14j_
2040330,zw5f4CFowm4,30.0,40.0,/m/0l14j_
2040623,zwufN9TBb6o,40.0,50.0,/m/0l14j_
2040626,zwvdAkH69Dc,10.0,20.0,/m/0l14j_
2041027,zy2NXaGiIE8,30.0,40.0,/m/0l14j_
2041049,zy6R3lu2MVI,30.0,40.0,/m/0l14j_
2041168,zyOtxGKzo98,100.0,110.0,/m/0l14j_
2041311,zykMkoMbduU,0.0,10.0,/m/0l14j_
847,--qEoNMshyY,0.0,10.0,/m/02bxd
1813,-0r7qxgc2F4,10.0,20.0,/m/02bxd
1874,-0vIE9wrE9E,150.0,160.0,/m/02bxd
5738,-4uA1fJm21Q,170.0,180.0,/m/02bxd
5800,-4y-rwAqYMk,500.0,510.0,/m/02bxd
6228,-5MpRM5DfFI,160.0,170.0,"/m/02bxd,/m/0l14j_"
6903,-62OQygU4Uc,50.0,60.0,/m/02bxd
7458,-6bge-DwjfQ,51.0,61.0,/m/02bxd
15191,-ENJDAYN5jU,50.0,60.0,/m/02bxd
19742,-J2isVL2dnU,0.0,10.0,/m/02bxd
24081,-NN8qS1WjAc,170.0,180.0,/m/02bxd
33067,-WcfH8sOHbQ,150.0,160.0,/m/02bxd
36783,-_NlEGxo3uE,0.0,10.0,/m/02bxd
38872,-bX0TOas138,280.0,290.0,/m/02bxd
51178,-oaaqErqa0Y,50.0,60.0,/m/02bxd
52068,-pWLMwTLFSs,40.0,50.0,/m/02bxd
55134,-si1iappd3I,530.0,540.0,/m/02bxd
55389,-syhUVhO304,109.0,119.0,/m/02bxd
58351,-w1gOwuRlFc,60.0,70.0,/m/02bxd
68397,05X3RAh2F-0,200.0,210.0,/m/02bxd
68532,05gs7Uk1o6g,190.0,200.0,/m/02bxd
77155,0EsVjPqK5m4,200.0,210.0,/m/02bxd
78161,0FxlIxS-aL8,30.0,40.0,/m/02bxd
80323,0IJ5bakzLI0,0.0,10.0,/m/02bxd
82350,0KU6NPz1S4g,40.0,50.0,/m/02bxd
84353,0M_Ox8uglQg,210.0,220.0,/m/02bxd
86340,0Oftqcvkgpo,0.0,10.0,/m/02bxd
95444,0YXhj_QPhAw,0.0,10.0,/m/02bxd
102387,0evyAql4V0I,0.0,10.0,/m/02bxd
104994,0hnfjDcpwts,30.0,40.0,/m/02bxd
105720,0i__6EpXsbk,200.0,210.0,/m/02bxd
111106,0oaMSNrKnGk,30.0,40.0,/m/02bxd
111811,0pQh8DYnAgA,60.0,70.0,/m/02bxd
112158,0pmfTISnwtI,240.0,250.0,/m/02bxd
122909,10aA8L34LKA,40.0,50.0,/m/02bxd
125029,12tm7jTMUbA,310.0,320.0,/m/02bxd
125708,13dFtJCcrfk,30.0,40.0,/m/02bxd
129929,18GhChzbuKY,20.0,30.0,/m/02bxd
131398,19q62Qn_Vak,30.0,40.0,/m/02bxd
135186,1E2o5cMEV4U,80.0,90.0,/m/02bxd
136504,1FQ7TVqrBd0,350.0,360.0,/m/02bxd
139086,1ILy3cXvboE,20.0,30.0,/m/02bxd
145283,1PEeX26Rtik,60.0,70.0,/m/02bxd
145440,1PPiDyvXhd8,250.0,260.0,/m/02bxd
147677,1RuiK6UInuU,100.0,110.0,/m/02bxd
148539,1SsaykfgC3g,80.0,90.0,/m/02bxd
149820,1UL42KnpVo4,540.0,550.0,/m/02bxd
158817,1dRtx_LD5Z8,10.0,20.0,/m/02bxd
166815,1mc2wJshwbY,0.0,10.0,/m/02bxd
171764,1sKQEo_z5BE,10.0,20.0,/m/02bxd
172185,1sn5YBqAjSU,210.0,220.0,/m/02bxd
175264,1wENMohyick,30.0,40.0,/m/02bxd
185075,26PpaNN08PI,30.0,40.0,/m/02bxd
190116,2CK30z0voOM,10.0,20.0,/m/02bxd
196179,2JISn7Z8gBo,30.0,40.0,/m/02bxd
211366,2_uKz9__xws,80.0,90.0,/m/02bxd
212490,2bEdB5NyR-g,40.0,50.0,/m/02bxd
217065,2gZgGlyiG14,260.0,270.0,/m/02bxd
223009,2nUTEOJi-9g,30.0,40.0,/m/02bxd
225518,2qPLwEtBPEU,20.0,30.0,/m/02bxd
228139,2tW4VBJGvG4,10.0,20.0,/m/02bxd
234463,3-z8VA5lc9U,30.0,40.0,/m/02bxd
235327,3100TohTEBM,330.0,340.0,/m/02bxd
235745,31TeKiYACL8,10.0,20.0,/m/02bxd
237160,333MMkGdsHY,0.0,10.0,/m/02bxd
246968,3EjgOcC60Oo,130.0,140.0,/m/02bxd
248701,3GuMT8lxy2I,170.0,180.0,/m/02bxd
251018,3Jer_5NibM0,190.0,200.0,/m/02bxd
251173,3JqoVQWNhsA,370.0,380.0,/m/02bxd
258033,3S32q0MAsHI,80.0,90.0,/m/02bxd
260743,3VKUf8Xpxig,440.0,450.0,/m/02bxd
264962,3_SSlij7W6I,30.0,40.0,/m/02bxd
273394,3joqu7y1hxY,30.0,40.0,/m/02bxd
275788,3mmsgF1vPwI,30.0,40.0,/m/02bxd
279635,3rbi3cZ5zYo,30.0,40.0,/m/02bxd
279914,3rwf2MRtMv4,70.0,80.0,/m/02bxd
279962,3rzVU2IqUYY,60.0,70.0,/m/02bxd
281656,3u0TthQjIXQ,70.0,80.0,/m/02bxd
281787,3uAWoy143Fs,30.0,40.0,/m/02bxd
282470,3v-H5LswEWQ,140.0,150.0,/m/02bxd
283905,3wpS13voWic,190.0,200.0,/m/02bxd
289582,42qj12XVTzs,10.0,20.0,/m/02bxd
290239,43jCMhm1tVQ,220.0,230.0,/m/02bxd
293130,47Oefs4yXVc,40.0,50.0,/m/02bxd
293633,47yBgRlWKuk,100.0,110.0,/m/02bxd
296517,4BWi8yeb4tM,40.0,50.0,/m/02bxd
297117,4CJCBxPSkqs,50.0,60.0,/m/02bxd
299673,4F_C2Nff72g,30.0,40.0,/m/02bxd
302705,4JVwYjSE80A,40.0,50.0,/m/02bxd
304460,4Ls8YDgAi-I,30.0,40.0,/m/02bxd
305370,4N0GEprjvyI,310.0,320.0,/m/02bxd
305872,4NfOxe4qUPE,10.0,20.0,/m/02bxd
306808,4OwEqGWKoaA,30.0,40.0,/m/02bxd
308958,4Rmndo2nUr0,350.0,360.0,/m/02bxd
311786,4VXZiwBWB2I,110.0,120.0,/m/02bxd
313317,4XXPdgnHU1E,30.0,40.0,/m/02bxd
321407,4hKmF-J0wrA,29.0,39.0,/m/02bxd
322448,4ikKAhsCJ1k,300.0,310.0,/m/02bxd
322844,4jGqvzu-DOs,30.0,40.0,/m/02bxd
325112,4mP7BSQ42h0,210.0,220.0,/m/02bxd
336449,50n2_sTe1Ys,30.0,40.0,/m/02bxd
340894,56grihZ6BQE,0.0,10.0,/m/02bxd
343873,5AoobUyaOFY,0.0,10.0,/m/02bxd
352590,5MfLP3DvUt4,0.0,10.0,/m/02bxd
355547,5QgbyBXIC2E,40.0,50.0,/m/02bxd
355921,5RDZIKsJkvg,360.0,370.0,/m/02bxd
358966,5VOPSU70kMc,30.0,40.0,/m/02bxd
359669,5WKtttH9pD8,0.0,10.0,/m/02bxd
359972,5WlhEjfoHlI,50.0,60.0,/m/02bxd
363357,5aZA8G8ZCzo,30.0,40.0,/m/02bxd
363659,5b-u-RahLsM,140.0,150.0,/m/02bxd
364095,5bfDLnj-tow,0.0,10.0,/m/02bxd
365729,5dufkv2oStk,80.0,90.0,/m/02bxd
365963,5eDnZpK1NyI,20.0,30.0,/m/02bxd
369122,5ijMTSLxLyc,30.0,40.0,/m/02bxd
369206,5irFvnWSRj0,30.0,40.0,/m/02bxd
370670,5l0J7_YKxGU,0.0,10.0,/m/02bxd
371316,5lyQngoGVHQ,210.0,220.0,/m/02bxd
376383,5t8wWvijFks,190.0,200.0,/m/02bxd
377471,5ugzf6DtIOU,30.0,40.0,/m/02bxd
378893,5wpKXgbMr4s,20.0,30.0,/m/02bxd
381105,5zwLfJPXBko,30.0,40.0,/m/02bxd
382467,60kktMfq5O4,50.0,60.0,/m/02bxd
382910,61PLVYfQLpc,20.0,30.0,/m/02bxd
384357,63WZdp9IDwE,30.0,40.0,/m/02bxd
384573,63oQoHbQVvQ,80.0,90.0,/m/02bxd
387729,68I7HEdmh0M,70.0,80.0,/m/02bxd
389240,6AOG5XTqke4,70.0,80.0,/m/02bxd
389527,6AnnPCJJ8dM,80.0,90.0,/m/02bxd
